Target,TIC,Author,Sector,Temperature,Plx,Gmag,BP-RP,Type,Spectral Type,Lightcurve Notes
T Ori,427396230,SPOC,32,4377*,2.4843,11.287081,1.095647,Herbig Ae/Be,A8,"5, 15, 20% dips, quasiperiodic with amplitude ~0.2%, periodogram has signal 0-1"
IP Per,101166418,SPOC,18,5629*,3.4456,10.285868,0.536129,Orion Variable,A7,"Amplitude ~0.5%, many peaks in 20-60 on periodogram"
IP Per,101166418,SPOC,43,,3.4456,10.285868,0.536129,Orion Variable,A7,"Amplitude ~0.5%, many peaks in 20-55 on periodogram"
UX Ori,213103713,TESS-SPOC,5,6136,3.1004,10.713815,0.884583,Herbig Ae/Be,A4,"Fluctuations of 40-60%, smooth, bumpy high freq periodogram"
UX Ori,213103713,TESS-SPOC,32,6136,3.1004,10.713815,0.884583,Herbig Ae/Be,A4,"Fluctuations of ~30%, smooth, spike at 70 in periodogram"
V346 Ori,264460023,SPOC,6,7716,2.948,10.078487,0.366664,YSO,A8,"Amplitude ~0.25% with lots of jagged, spikes in periodogram at 15-50%"
V346 Ori,264460023,SPOC,32,7716,2.948,10.078487,0.366664,YSO,A8,"Amplitude ~0.25% with lots of jagged, spikes in periodogram at 15-50%"
HD 244314,200511734,SPOC,32,8466,2.4834,10.018372,0.325124,Orion Variable,A1,"Amplitude ~1%, flattened lightcurve has pulses, a few peaks near 40 in periodogram"
HD 244314,200511734,SPOC,71,8466,2.4834,10.018372,0.325124,Orion Variable,A1,"Amplitude ~1%, flattened lightcurve has pulses, a few peaks near 40 in periodogram"
PDS 277,183658281,TESS-SPOC,8,7046,2.9215,9.870634,0.571036,T Tauri,F3,"Amplitude ~0.2%, 0.6% dip, jagged"
PDS 277,183658281,TESS-SPOC,34,7046,2.9215,9.870634,0.571036,T Tauri,F3,"Amplitude ~0.2%, jagged"
PDS 277,183658281,TESS-SPOC,35,7046,2.9215,9.870634,0.571036,T Tauri,F3,"Amplitude ~0.2%, 0.6% dip, jagged"
PDS 277,183658281,TESS-SPOC,61,7046,2.9215,9.870634,0.571036,T Tauri,F3,"Amplitude ~0.2%, 2% bump at beginning, jagged"
PDS 277,183658281,TESS-SPOC,62,7046,2.9215,9.870634,0.571036,T Tauri,F3,"Amplitude ~0.2%, overall shape has bump, jagged"
HD 290764,11199521,SPOC,6,7630,2.4919,9.769571,0.492185,Delta Scuti,F0,"Amplitude ~20-50%, flattened lightcurve is varying amplitudes, peaks in periodogram at 10-20"
HD 290764,11199521,SPOC,32,7630,2.4919,9.769571,0.492185,Delta Scuti,F0,"Amplitude ~0.5%, flattened lightcurve is varying amplitudes, peaks in periodogram at 10-25"
HD 68695,81297869,SPOC,34,12264,2.6593,9.806855,0.157467,Orion Variable,A3,"Variation < 0.5%, caterpillar-like, flattened lightcurve pulses, high freq periodogram peaks ~60"
HD 68695,81297869,SPOC,35,12264,2.6593,9.806855,0.157467,Orion Variable,A3,"Variation < 0.5%, caterpillar-like, flattened lightcurve pulses, high freq periodogram peaks ~60"
HD 68695,81297869,SPOC,61,12264,2.6593,9.806855,0.157467,Orion Variable,A3,"Variation < 0.3% with dips 0.5%, caterpillar-like, flattened lightcurve pulses, high freq periodogram peaks ~60"
HD 68695,81297869,SPOC,62,12264,2.6593,9.806855,0.157467,Orion Variable,A3,"Variation < 0.3%, caterpillar-like, flattened lightcurve pulses, high freq periodogram peaks ~60"
BF Ori,287840183,TESS-SPOC,6,6938,2.6173,10.38022,0.51645,Herbig Ae/Be,A7,"Dips ~20%, Amplitude ~5%, high freq periodogram has wave"
BF Ori,287840183,TESS-SPOC,32,6938,2.6173,10.38022,0.51645,Herbig Ae/Be,A7,"Big hills and troughs ~20%, amplitude ~7%, periodogram spikes at 70"
NV Ori,427395473,QLP,6,4879*,2.5796,9.69661,0.625295,Herbig Ae/Be,F6,"Amplitude ~2%, sharper peaks, some peaks in higher freq periodogram"
NV Ori,427395473,QLP,32,,2.5796,9.69661,0.625295,Herbig Ae/Be,F6,"Dips 5%, amplitude ~1%"
NV Ori,427395473,QLP,98,,2.5796,9.69661,0.625295,Herbig Ae/Be,F6,"Dips 10%, amplitude ~1%, some pointed peaks and valleys"
HD 287823,459990291,TESS-SPOC,6,8213,2.8882,9.695356,0.231715,Orion Variable,A0,"Amplitude ~0.5%, very jagged, peaks in periodogram near 20 but cadence too long"
HD 287823,459990291,TESS-SPOC,32,8213,2.8882,9.695356,0.231715,Orion Variable,A0,"Amplitude < 0.1%, caterpillar-like, flattened lightcurve pulses, peaks at periodogram near 70"
HD 244604,200517741,SPOC,32,8386,2.4798,9.384071,0.285322,Orion Variable,A0,"Some jumps or troughs of < 0.3%, caterpillar-like, many spikes"
HD 244604,200517741,SPOC,71,8386,2.4798,9.384071,0.285322,Orion Variable,A0,"Amplitude ~0.2%, tiny bumps or troughs in shape, very jagged"
V718 Sco,49330990,SPOC,91,6296,6.4628,8.758203,0.695806,Herbig Ae/Be,A5,"Amplitude ~5%, dip ~35%, flattened lightcurve pulses, peaks in high freq periodogram near 20 and 40"
HD 150193,163110252,SPOC,91,5532,6.6313,8.673056,0.917198,Herbig Ae/Be,A3,"Amplitude ~0.3%, very jagged, little bumps, periodogram peaks 0.5"
HD 56895B,318417618,SPOC,33,6920,6.0295,8.320882,0.517991,Orion Variable,F0,generally flat and caterpillar-like
HD 56895B,318417618,SPOC,34,6920,6.0295,8.320882,0.517991,Orion Variable,F0,"Amplitude ~0.2%, smaller oscillations within, periodogram peaks ~20"
HD 139614,254387071,SPOC,12,7777,7.484,8.218988,0.339088,Orion Variable,A9,"Amplitude < 0.1%, caterpillar-like, flattened lightcurve pulses, peaks at 20-40 with some higher on periodogram "
HD 139614,254387071,SPOC,38,7777,7.484,8.218988,0.339088,Orion Variable,A9,"Amplitude < 0.1%, caterpillar-like with one spike, flattened lightcurve pulses, peaks at 20-40 with some higher on periodogram "
HD 139614,254387071,SPOC,65,7777,7.484,8.218988,0.339088,Orion Variable,A9,"Amplitude < 0.1%, caterpillar-like with one spike, flattened lightcurve pulses, peaks at 20-40 with some higher on periodogram "
HD 36112,73816033,SPOC,71,7314,6.4157,8.220417,0.424628,Herbig Ae/Be,A8,"Amplitude ~1%, flattened lightcurve has pulses, peaks betwen 15-40 on periodogram"
HD 144432,67671603,SPOC,91,6768,6.4581,8.109031,0.541655,Herbig Ae/Be,A9,"Amplitude ~0.75%, flattened lightcurve has pulses, peaks near 20 on periodogram"
HD 35929,199757113,SPOC,6,6383,2.6291,8.007738,0.598946,Herbig Ae/Be,F2,"Amplitude ~0.1%, very jagged, periodogram peaks around 0.75"
HD 35929,199757113,SPOC,32,6383,2.6291,8.007738,0.598946,Herbig Ae/Be,F2,"Amplitude ~0.1%, very jagged, periodogram peaks around 0.75"
HD 100453,452035938,SPOC,10,7299,9.6355,7.735444,0.412873,Herbig Ae/Be,F1,"Amplitude ~0.4%, jagged, four distinct peaks in low freq periodogram"
HD 100453,452035938,SPOC,37,7299,9.6355,7.735444,0.412873,Herbig Ae/Be,F1,"Amplitude ~0.3%, jagged, four distinct peaks in low freq periodogram"
HD 100453,452035938,SPOC,64,7299,9.6355,7.735444,0.412873,Herbig Ae/Be,F1,"Amplitude ~0.2% and overall shape varies ~0.2%, jagged, four distinct peaks in low freq periodogram"
HD 100453,452035938,SPOC,90,7299,9.6355,7.735444,0.412873,Herbig Ae/Be,F1,"Amplitude ~0.2% and overall shape varies ~0.2%, jagged, four distinct peaks in low freq periodogram"
HD 100453,452035938,SPOC,99,7299,9.6355,7.735444,0.412873,Herbig Ae/Be,F1,"Amplitude ~0.2%, jagged, two distinct peaks in low freq periodogram"
HD 100453,452035938,SPOC,100,7299,9.6355,7.735444,0.412873,Herbig Ae/Be,F1,"Amplitude ~0.2% and overall shape varies ~0.2%, dips 0.6%, jagged, three distinct peaks in low freq periodogram"
HD 31648,85100457,SPOC,43,10983,6.4014,7.653966,0.283397,Herbig Ae/Be,A5,"Amplitude ~1%, jagged"
HD 31648,85100457,SPOC,44,10983,6.4014,7.653966,0.283397,Herbig Ae/Be,A5,"Amplitude ~1%, jagged"
HD 31648,85100457,SPOC,71,10983,6.4014,7.653966,0.283397,Herbig Ae/Be,A5,"Amplitude ~2%, jagged, pointed"
HR 5999,374813257,SPOC,65,6709,6.3057,7.688747,0.812649,Herbig Ae/Be,A9,"Decreasing lightcurve with two ~15% dips, small substructure ~2% amplitude"
HD 50138,123545883,SPOC,6,5802,2.8487,6.550996,0.148762,Herbig Ae/Be,A1,"Bigger amplitude 4%, smaller amplitude 2%, more inconsistent at later times"
HD 50138,123545883,SPOC,33,5802,2.8487,6.550996,0.148762,Herbig Ae/Be,A1,"Bigger amplitude 4%, smaller amplitude 2%"
HD 50138,123545883,SPOC,87,5802,2.8487,6.550996,0.148762,Herbig Ae/Be,A1,"Dips 4%, sharper points, flattened lightcurve has peaks"
HD 104237,357040880,SPOC,11,7589,9.3805,6.558351,0.383279,Herbig Ae/Be,A4,"2% amplitude at beginning then 8% drop at end, flattened light curve has pulses, peaks in periodogram near 35"
HD 104237,357040880,SPOC,12,7589,9.3805,6.558351,0.383279,Herbig Ae/Be,A4,"Exponential increase and decay, jagged structure, flattened lightcurve pulses, peaks in periodogram near 35"
HD 104237,357040880,SPOC,38,7589,9.3805,6.558351,0.383279,Herbig Ae/Be,A4,"Amplitude 1-2%, jagged, flattened lightcurve has pulses, peaks near 35 in periodogram"
HD 104237,357040880,SPOC,39,7589,9.3805,6.558351,0.383279,Herbig Ae/Be,A4,"Amplitude 1-2%, jagged, flattened lightcurve has pulses, peaks near 35 in periodogram"
HD 104237,357040880,SPOC,93,7589,9.3805,6.558351,0.383279,Herbig Ae/Be,A4,"Amplitude 1-2% with 3% dips, jagged, flattened lightcurve has pulses, peaks near 35 in periodogram"
HD 199603,442508593,SPOC,92,7638,11.1896,5.928009,0.343104,Spectroscopic Binary,A9,"Dips of 10% and 15%, alternating peak heights in periodogram from 0-20"
HD 9672,54003409,SPOC,3,8790,17.4725,5.611201,0.074965,High Proper Motion Star,A1,"Flat, caterpillar-like, periodogram peaks at 1, 2, and 4"
HD 9672,54003409,SPOC,30,8790,17.4725,5.611201,0.074965,High Proper Motion Star,A1,"Flat, caterpillar-like, periodogram peaks at 2 and 4.5"
HD 9672,54003409,SPOC,97,8790,17.4725,5.611201,0.074965,High Proper Motion Star,A1,"Flat, caterpillar-like, periodogram peaks a bit at 2 and 4.5"
HD 41511,445062554,SPOC,6,5609,3.5742,4.658218,0.9589,Symbiotic Star,A3+K/M,"Dips ~1% then has amplitude ~0.2%, higher freq periodogram oscillates"
HD 41511,445062554,SPOC,33,5609,3.5742,4.658218,0.9589,Symbiotic Star,A3+K/M,"Downward trend of 2% overall, oscillates with amplitude 0.2%"
HD 41511,445062554,SPOC,87,5609,3.5742,4.658218,0.9589,Symbiotic Star,A3+K/M,Amplitude ~0.2% with 0.8% dip
HD 39014,149542947,SPOC,1,7551,21.872,4.261496,0.342441,Star,A7,"Flat, caterpillar-like, some sharp spikes and dips, periodogram peaks near 5-20"
HD 39014,149542947,SPOC,2,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,3,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,5,7551,21.872,4.261496,0.342441,Star,A7,"Amplitude 0.05%, caterpillar-like, some sharp spikes and dips, periodogram peaks between 1-4 and near 5-20"
HD 39014,149542947,SPOC,6,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,8,7551,21.872,4.261496,0.342441,Star,A7,"Amplitude 0.05%, caterpillar-like, some sharp spikes and dips, periodogram peaks near 5-20"
HD 39014,149542947,SPOC,9,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,11,7551,21.872,4.261496,0.342441,Star,A7,"Amplitude 0.05%, caterpillar-like, some sharp spikes and dips, periodogram peaks between 1-4 and near 5-20"
HD 39014,149542947,SPOC,12,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,13,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,28,7551,21.872,4.261496,0.342441,Star,A7,"Amplitude 0.05%, caterpillar-like, some sharp spikes and dips, periodogram peaks near 1 and near 5-20"
HD 39014,149542947,SPOC,29,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,30,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,31,7551,21.872,4.261496,0.342441,Star,A7,"Amplitude 0.05%, caterpillar-like, some sharp spikes and dips, periodogram peaks near 1-4 and near 5-20"
HD 39014,149542947,SPOC,32,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,33,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,35,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,36,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,38,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,39,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,61,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,62,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,66,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,67,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,68,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,87,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,88,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,89,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,93,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,94,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,95,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,96,7551,21.872,4.261496,0.342441,Star,A7,
HD 39014,149542947,SPOC,98,7551,21.872,4.261496,0.342441,Star,A7,
HD 290380,4206238,SPOC,6,6156.9,2.8857,10.284791,0.72608,Or*,F6,"Dip 6%, amplitude <1%, smaller peaks ~1 in periodogram"
HD 290380,4206238,SPOC,32,6156.9,2.8857,10.284791,0.72608,Or*,F6,"Dip 6%, amplitude <1%, flattened light curve dampen, smaller peaks ~1 in periodogram"
Hen 3-1191,8806247,QLP,12,4039*,0.5573,13.052254,1.615822,Or*,Be,"200% exp decay at beginning, stable, periodogram hump at 1, bumps in high freq"
Hen 3-1191,8806247,QLP,39,4039*,0.5573,13.052254,1.615822,Or*,Be,"Amplitude ~4%, varying widths"
Hen 3-1191,8806247,QLP,66,4039*,0.5573,13.052254,1.615822,Or*,Be,"Amplitude ~2%, varying widths"
Hen 3-1191,8806247,QLP,93,4039*,0.5573,13.052254,1.615822,Or*,Be,"Amplitude ~4%, varying widths"
HD 290764,11199521,SPOC,6,7630,2.4919,9.769571,0.492185,dS*,F0,"40% amplitude at beginning, ~20% at end, periodogram peaks near 20"
HD 290764,11199521,SPOC,32,7630,2.4919,9.769571,0.492185,dS*,F0,"<1% amplitude at beginning, smaller at end, periodogram peaks near 20 (more pronounced)"
HD 37806,11402323,QLP,6,5327*,2.4898,7.867092,0.165946,Be*,B9,"Amplitude ~1.5%, very jagged"
HD 37806,11402323,QLP,98,5327*,2.4898,7.867092,0.165946,Be*,B9,"Amplitude ~1.5% and overall amplitude ~5% with 12.5% dips, very jagged"
PDS 124,12161661,TESS-SPOC,6,7870,1.2903,12.325594,0.794666,TT*,A0,Amplitude ~10% and jagged
PDS 124,12161661,TESS-SPOC,33,7870,1.2903,12.325594,0.794666,TT*,A0,"Overall aplitude ~10% with small amplitude 5%, jagged"
IL Cep,12876844,SPOC,57,6200.9,1.2328,9.003762,1.103078,Ae*,B3+A3,"Amplitude 0.5%, dips 4%, periodogram has alternating peaks and another peak at 3"
IL Cep,12876844,SPOC,58,6200.9,1.2328,9.003762,1.103078,Ae*,B3+A3,"Amplitude 0.5%, dips 4%, periodogram has alternating peaks and another peak at 3"
IL Cep,12876844,SPOC,77,6200.9,1.2328,9.003762,1.103078,Ae*,B3+A3,"Amplitude 0.5%, dips 4%, periodogram has alternating peaks (higher than others) and another peak at 3"
IL Cep,12876844,SPOC,78,6200.9,1.2328,9.003762,1.103078,Ae*,B3+A3,"Amplitude 0.5%, dips 4%, periodogram has decreasing peaks and another peak at 3"
IL Cep,12876844,SPOC,84,6200.9,1.2328,9.003762,1.103078,Ae*,B3+A3,"Amplitude 0.5%, dips 4% with extra 2% dip before 4%, periodogram has alternating peaks and another peak at 3"
IL Cep,12876844,SPOC,85,6200.9,1.2328,9.003762,1.103078,Ae*,B3+A3,"Amplitude 0.5%, dips 4%, periodogram has alternating peaks and another peak at 3"
V1685 Cyg,13002932,SPOC,14,5745.8,1.0956,10.223534,1.409784,Ae*,B2,"Amplitude 2% with 3% dip and peak, pointed, slightly spaced peaks in low freq periodogram"
V1685 Cyg,13002932,SPOC,15,5745.8,1.0956,10.223534,1.409784,Ae*,B2,"Amplitude 2% with 4% dip and peak, pointed, slightly spaced peaks in low freq periodogram"
V1685 Cyg,13002932,SPOC,41,5745.8,1.0956,10.223534,1.409784,Ae*,B2,"Amplitude 2% with 4% dip, slightly peaked at 1 on periodogram"
V1685 Cyg,13002932,SPOC,75,5745.8,1.0956,10.223534,1.409784,Ae*,B2,"Amplitude 2% with 5% dip and peak, pointed"
V1685 Cyg,13002932,SPOC,81,5745.8,1.0956,10.223534,1.409784,Ae*,B2,"Amplitude 2% with 8% dip and peak, pointed, slightly spaced peaks in low freq periodogram"
V1685 Cyg,13002932,SPOC,82,5745.8,1.0956,10.223534,1.409784,Ae*,B2,"Amplitude 2% with 4% dip and peak, pointed, slightly spaced peaks in low freq periodogram"
VOS 321,13417240,QLP,14,5220*,1.0167,12.575362,0.741155,Y*O,F0,Overall amplitude is 2% and 1% jumps
VOS 321,13417240,QLP,15,5220*,1.0167,12.575362,0.741155,Y*O,F0,Overall amplitude is 2% and 1% jumps
VOS 321,13417240,QLP,41,5220*,1.0167,12.575362,0.741155,Y*O,F0,Amplitude 3% at beginning then 1% at the end
VOS 321,13417240,QLP,75,5220*,1.0167,12.575362,0.741155,Y*O,F0,Amplitude 3% at beginning then 1% at the end
VOS 321,13417240,QLP,81,5220*,1.0167,12.575362,0.741155,Y*O,F0,"Amplitude 1%, fuzzy"
VOS 321,13417240,QLP,82,5220*,1.0167,12.575362,0.741155,Y*O,F0,Amplitude 1% and 2% dip
VOS 398,14740791,QLP,14,5263.1,1.2867,13.496857,1.083768,Y*O,N/A,"30% and 25% periodic dips, peaks in periodogram between 1-10"
VOS 398,14740791,QLP,15,5263.1,1.2867,13.496857,1.083768,Y*O,N/A,"30% and 25% periodic dips, peaks in periodogram between 1-10"
VOS 398,14740791,QLP,41,5263.1,1.2867,13.496857,1.083768,Y*O,N/A,"30% and 25% periodic dips, peaks in periodogram between 0-10"
VOS 398,14740791,QLP,75,5263.1,1.2867,13.496857,1.083768,Y*O,N/A,"Periodic dips 20%, with 60% overall increase then drop"
VOS 398,14740791,QLP,82,5263.1,1.2867,13.496857,1.083768,Y*O,N/A,"20% and 25% periodic dips, peaks in periodogram between 0-10"
MWC 1021,15898682,TESS-SPOC,75,6193.5,0.274,10.648601,3.315287,Ae*,Be,"Amplitude ~1% and ~0.3% small amplitude, periodogram pulses at 1"
V1478 Cyg,17130641,SPOC,41,3534,0.5878,11.028811,2.992155,**,Be,"0.5% ampltiude, fuzzy but slight peaks"
V1478 Cyg,17130641,SPOC,55,3534,0.5878,11.028811,2.992155,**,Be,"0.4% ampltiude, fuzzy but slight peaks"
V1478 Cyg,17130641,SPOC,75,3534,0.5878,11.028811,2.992155,**,Be,"0.5% ampltiude, fuzzy but slight peaks, flat flattened light curve"
HD 34282,24344701,SPOC,5,8270,3.2403,9.859694,0.257697,Ae*,B9.5,"Amplitude ~4%, fuzzy, flattened light curve cannot see pulsations, 60-80 in periodogram peaks"
HD 34282,24344701,SPOC,32,8270,3.2403,9.859694,0.257697,Ae*,B9.5,"Amplitude ~5% with 10% overall increase, slight pulses, peaks at 60-80 in periodogram"
SAO 220669,30243973,SPOC,8,6180,1.1399,8.697815,0.892223,Or*,B4,"Regular dips ~1% and 0.5% at different phases, peaks of 0-2 in periodogram"
SAO 220669,30243973,SPOC,9,6180,1.1399,8.697815,0.892223,Or*,B4,"Regular dips ~0.75% and 0.5% at different phases, peaks of 0-2 in periodogram"
SAO 220669,30243973,SPOC,35,6180,1.1399,8.697815,0.892223,Or*,B4,"Regular dips ~1% at beginning and end then 0.5% in middle, peaks of 0-2 in periodogram"
SAO 220669,30243973,SPOC,36,6180,1.1399,8.697815,0.892223,Or*,B4,"Regular dips ~1% at beginning then 0.5% at end, peaks of 0-2 in periodogram"
PDS 286,31638754,TESS-SPOC,62,30026.8,0.5482,11.152239,2.381588,Or*,B0,"Amplitude <0.5% with 1.5% overal dips, pointed, periodogram peaks at 2"
PDS 286,31638754,TESS-SPOC,63,30026.8,0.5482,11.152239,2.381588,Or*,B0,"Amplitude <0.5% with 1.5% overal dips, pointed, periodogram peaks at 2 (less apparent)"
PDS 24,35485982,QLP,6,7876,0.9474,13.155553,0.614018,Y*O,B9,"Amplitude ~1% with 2% dips, sharper peaks in periodogram"
PDS 24,35485982,QLP,7,7876,0.9474,13.155553,0.614018,Y*O,B9,"Amplitude ~1%, small peaks in periodogram in low and high freq (instrumentation?)"
PDS 24,35485982,QLP,33,7876,0.9474,13.155553,0.614018,Y*O,B9,"Amplitude ~3% with 5% dip, less prominent peaks in periodogram"
PDS 24,35485982,QLP,87,7876,0.9474,13.155553,0.614018,Y*O,B9,Amplitude ~2% with 10-12% sharp dips
LkHa 208,45124112,TESS-SPOC,43,10077.2,1.6977,11.369095,0.726533,Ae*,F0,"Amplitude ~0.2% with 0.4% peaks, sharp, rise and fall overall by ~0.5%, peaks in periodogram and 2 and 4"
LkHa 208,45124112,TESS-SPOC,44,10077.2,1.6977,11.369095,0.726533,Ae*,F0,"Amplitude ~0.2% with 0.4% peaks, sharp, peaks in periodogram and 2 and 4"
HD 155448,46749954,TESS-SPOC,66,7999.9,0.9566,8.730389,0.108907,Or*,B1,"Amplitude ~0.4% with small wiggles in between, fuzzy, periodogram peaks at around 1 and 6"
HD 290500,50656450,TESS-SPOC,6,7834.9,2.4517,10.990434,0.471671,Or*,A2,"Amplitude <0.2%, sharp dips to 0.4%, some low freq peaks but many peaks near 20 in periodogram"
HD 290500,50656450,TESS-SPOC,32,7834.9,2.4517,10.990434,0.471671,Or*,A2,"Amplitude ~0.5% with round dips to 1.5%, periodogram has pulsations ~20-60"
RY Ori,50745417,QLP,6,6306,2.8527,11.36338,1.129364,Or*,F7,"Overall rise and fall of about 100% with 20% amplitude, smooth"
RY Ori,50745417,QLP,32,6306,2.8527,11.36338,1.129364,Or*,F7,Ampltiude ~10% with 40% dip
RY Ori,50745417,QLP,98,6306,2.8527,11.36338,1.129364,Or*,F7,"Amplitude 10%, with 20% dip"
PDS 25,53898232,QLP,6,5087,1.3012,13.187217,1.071261,Or*,A3,"15% variation, periodic, relatively pointed peaks and troughs"
PDS 25,53898232,QLP,7,5087,1.3012,13.187217,1.071261,Or*,A3,Drops to 40% then 100% inclination with bumps
PDS 25,53898232,QLP,33,5087,1.3012,13.187217,1.071261,Or*,A3,"5-10% variation at the beginning, 40% variation toward the end"
PDS 25,53898232,QLP,87,5087,1.3012,13.187217,1.071261,Or*,A3,"Many valleys to 80% with a couple peaks up to 20%, some missing data"
HD 9672,54003409,SPOC,3,8950.1,17.4725,5.611201,0.074965,PM*,A1,"Flat light curve with less than 0.01% variation but fuzzy, pulses in low freq periodogram"
HD 9672,54003409,SPOC,30,8950.1,17.4725,5.611201,0.074965,PM*,A1,"Flat light curve with less than 0.01% variation but fuzzy, pulses in low freq periodogram"
HD 9672,54003409,SPOC,97,8950.1,17.4725,5.611201,0.074965,PM*,A1,"Flat light curve with less than 0.01% variation but fuzzy, small pulses in low freq periodogram"
HD 35187,54185990,SPOC,43,7241*,6.1896,8.505263,0.3578,Y*O,A2+A7,"2% oscillations, a bit fuzzy, busy flattened light curve, pulsations in periodogram at 40-65"
HD 35187,54185990,SPOC,44,7241*,6.1896,8.505263,0.3578,Y*O,A2+A7,"Increases 5% overall then ~4% amplitude, busy flattened light curve, pulsations in periodogram at 40-65"
HD 35187,54185990,SPOC,45,7241*,6.1896,8.505263,0.3578,Y*O,A2+A7,"Amplitude 1% with 2% dip, more defined pulsations in flattened light curve, pulsations in periodogram at 40-65"
HD 35187,54185990,SPOC,71,7241*,6.1896,8.505263,0.3578,Y*O,A2+A7,"Jagged with up to 10% dips, pulsations in flattened light curve, pulsations in periodogram at 40-65"
HD 235495,63705801,TESS-SPOC,56,4509*,1.9396,9.592075,0.431986,Or*,A0,Overall amplitude ~2% with smaller motion <1%
HD 235495,63705801,TESS-SPOC,76,4509*,1.9396,9.592075,0.431986,Or*,A0,"Overall amplitude ~1% with many spikes and dips, slight second peak in periodogram at 0.5"
HD 235495,63705801,TESS-SPOC,82,4509*,1.9396,9.592075,0.431986,Or*,A0,"Amplitude ~1% with 2% dip, slight peak in periodogram at ~10"
HD 235495,63705801,TESS-SPOC,83,4509*,1.9396,9.592075,0.431986,Or*,A0,Overall amplitude ~0.5% with many spikes and dips
V1818 Ori,66918331,QLP,6,4569,1.5788,10.818905,1.589575,Ae*,Ae,Beginning amplitude ~1% then ~4%
V1818 Ori,66918331,QLP,33,4569,1.5788,10.818905,1.589575,Ae*,Ae,No motion at beginning then 40% increase
V1818 Ori,66918331,QLP,87,4569,1.5788,10.818905,1.589575,Ae*,Ae,"Amplitude ~0.3% with smooth humps in between, fuzzy, slight peaks in low freq periodogram"
V1818 Ori,66918331,QLP,98,4569,1.5788,10.818905,1.589575,Ae*,Ae,"Initial 25% increase then 5% amplitude, spikes in flattened light curve"
HD 38120,72780071,QLP,6,3203*,2.6007,9.037031,0.126962,Be*,B9,"<0.6% dips and peaks, jagged"
HD 38120,72780071,QLP,98,3203*,2.6007,9.037031,0.126962,Be*,B9,Overall amplitude ~1% with smaller motion and many dips
HD 38087,72781767,SPOC,98,7988,2.6523,8.219374,0.309796,Or*,B3,"Flat with 5-10% peaks/dips, jagged, periodogram peaks at 3"
RR Tau,75242497,QLP,43,13234.7,1.2343,12.434809,1.312146,Ae*,A0,"120% drop at beginning, 30% dips after, spike"
RR Tau,75242497,QLP,44,13234.7,1.2343,12.434809,1.312146,Ae*,A0,100% decrease/increase at beginning and end with 20% dips in between
RR Tau,75242497,QLP,45,13234.7,1.2343,12.434809,1.312146,Ae*,A0,30% amplitude with bumps in between
RR Tau,75242497,QLP,71,13234.7,1.2343,12.434809,1.312146,Ae*,A0,60% amplitude at beginning then 30%
RR Tau,75242497,QLP,72,13234.7,1.2343,12.434809,1.312146,Ae*,A0,150% decrease/increase at beginning and end with ~20% bumps in between
HD 245906,75242566,TESS-SPOC,71,6606.8,1.3302,10.425079,0.780212,Or*,A6,"~0.5% amplitude with spikes, a bit fuzzy, periodogram peaks near 0.5"
HD 245906,75242566,TESS-SPOC,72,6606.8,1.3302,10.425079,0.780212,Or*,A6,"~0.5% amplitude, a bit fuzzy, periodogram peaks near 0.5"
HD 249879,89189882,SPOC,71,11232,1.6103,10.623443,0.058476,Ae*,B8,"Amplitude ~1%, spike in periodogram right above 1"
HD 249879,89189882,SPOC,72,11232,1.6103,10.623443,0.058476,Ae*,B8,"Amplitude ~1%, spike in periodogram right above 1"
